# OpenSignals Text File Format
# {"EC:1B:BD:62:F0:A5":{"sensor":["RAW","ECGBIT","EDABITREV","RAW","RAW","RAW"],"device name":"EC:1B:BD:62:F0:A5","column":["nSeq","I1","I2","O1","O2","A1","A2","A3","A4","A5","A6"],"sync interval":2,"time":"17:07:56","comments":"","device connection":"BTHEC:1B:BD:62:F0:A5","channels":[1,2,3,4,5,6],"date":"2023-05-26","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":1000,"label":["A1","A2","A3","A4","A5","A6"],"resolution":[10,10,10,10,6,6],"special":[{},{},{},{},{},{}]}}
# EndOfHeader
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	513	208	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	514	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	1	513	207	0	0	0
13	0	0	1	1	3	513	207	0	0	0
14	0	0	1	1	0	514	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	514	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	514	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	514	207	0	0	0
11	0	0	1	1	0	514	207	1	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	515	207	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	515	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	0	513	207	0	0	0
14	0	0	1	1	0	514	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	0	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	1	0	0
8	0	0	1	1	0	515	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	513	207	2	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	1	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	3	513	207	0	0	0
2	0	0	1	1	0	514	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	0	513	207	0	0	0
6	0	0	1	1	0	514	207	0	0	0
7	0	0	1	1	0	514	207	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	0	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	0	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	207	1	0	0
8	0	0	1	1	0	515	207	0	0	0
9	0	0	1	1	3	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	1	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	207	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	514	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	207	0	0	0
4	0	0	1	1	1	513	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	207	0	0	0
12	0	0	1	1	0	513	207	3	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	1	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	514	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	1	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	1	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	3	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	3	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	1	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	2	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	1	514	206	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	0	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	0	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	0	513	206	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	0	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	1	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	1	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	207	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	513	207	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	515	207	0	0	0
9	0	0	1	1	1	513	207	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	0	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	1	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	2	0	0
5	0	0	1	1	0	513	206	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	0	513	207	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	3	513	206	0	0	0
6	0	0	1	1	0	514	207	0	0	0
7	0	0	1	1	0	515	206	0	0	0
8	0	0	1	1	0	515	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	515	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	1	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	207	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	3	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	207	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	207	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	207	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	1	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	3	513	206	0	0	0
14	0	0	1	1	0	514	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	515	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	1	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	1	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	1	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	515	206	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	514	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	513	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	3	513	206	0	0	0
14	0	0	1	1	0	514	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	515	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	514	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	2	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	1	513	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	3	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	1	513	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	515	207	0	0	0
13	0	0	1	1	0	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	0	513	206	0	0	0
6	0	0	1	1	0	514	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	1	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	0	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	1	0	0
0	0	0	1	1	0	515	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	3	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	1	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	2	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	0	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	0	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	0	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	515	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	513	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	514	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	513	207	0	0	0
9	0	0	1	1	2	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	1	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	513	207	0	0	0
1	0	0	1	1	2	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	514	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	2	513	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	514	206	0	0	0
8	0	0	1	1	0	512	207	0	0	0
9	0	0	1	1	1	513	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	514	206	0	0	0
12	0	0	1	1	0	514	207	0	0	0
13	0	0	1	1	2	512	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	513	206	0	0	0
0	0	0	1	1	0	514	207	0	0	0
1	0	0	1	1	1	512	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	513	206	0	0	0
4	0	0	1	1	0	513	207	0	0	0
5	0	0	1	1	1	512	206	0	0	0
6	0	0	1	1	0	513	206	0	0	0
7	0	0	1	1	0	513	206	0	0	0
8	0	0	1	1	0	514	207	0	0	0
9	0	0	1	1	2	512	206	0	0	0
10	0	0	1	1	0	513	206	0	0	0
11	0	0	1	1	0	513	206	1	0	0
12	0	0	1	1	0	512	207	0	0	0
13	0	0	1	1	2	513	206	0	0	0
14	0	0	1	1	0	513	206	0	0	0
15	0	0	1	1	0	514	206	0	0	0
0	0	0	1	1	0	512	207	0	0	0
1	0	0	1	1	1	513	206	0	0	0
2	0	0	1	1	0	513	206	0	0	0
3	0	0	1	1	0	513	206	0	0	0
4	0	0	1	1	0	513	207	3	0	0
5	0	0	1	1	1	512	206	0	0	0
